,title,rev,genre,id,lyrics
45,매일 듣는 노래 (A Daily Song),0,Ballad,30467550,힘든 하루 끝에 집 앞에거리를 서성이다돋아나는 이 공허함에 그 노래를 um나도 모르게 또 이렇게흥얼거리고 있어아마 너를 애타게 너를 부르듯이세상에서 이 노래가제일 좋다며 들려주던함께 듣던 노래 너무 슬픈 이 노래매일 듣는 이 노래가 또매일 울려 이 노래가 널떠올리게 만들어다 우리 얘기만 같아서아무리 귀를 막아봐도자꾸 맴돌아듣고 싶지 않아 몸부림쳐도매일 듣는 노래시간이 지나도 이 노랜잊혀지질 않았어가사 하나 멜로디까지 선명해서네 앞에서 불러주려매일 매일 혼자 연습했던함께 듣던 노래 가슴 아픈 이 노래매일 듣는 이 노래가 또매일 울려 이 노래가 널떠올리게 만들어다 우리 얘기만 같아서아무리 귀를 막아봐도자꾸 맴돌아듣고 싶지 않아 몸부림쳐도매일 듣는 노래딴 얘기 같던 노랫말은곧 우리가 됐고그렇게 남은 건 망가진 하루들아주 작은 방 홀로틀어 놓은 이 노래로조심스레 다시 널 불러본다매일 듣는 이 노래가 또매일 울려 이 노래가 널떠올리게 만들어모두 우리 추억들만 같아서아무리 귀를 막아봐도자꾸 맴돌아듣고 싶지 않아 몸부림쳐도매일 듣는 노래
46,고민보다 Go,0,Hip-hop,30637988,DOLLAR DOLLAR하루아침에 전부 탕진달려 달려 내가 벌어 내가 사치달려 달려 달려 달려달려 달려난 원해 cruisin' on the bay원해 cruisin' like NEMO돈은 없지만 떠나고 싶어 멀리로난 돈은 없지만 서도풀고 싶어 피로돈 없지만 먹고 싶어 오노 지로열일 해서 번 나의 pay전부 다 내 배에티끌 모아 티끌 탕진잼 다 지불해내버려둬 과소비 해버려도내일 아침 내가 미친놈처럼내 적금을 깨버려도WOO 내일은 없어내 미랜 벌써 저당 잡혔어WOO 내 돈을 더 써친구들 wussupDo you want someDOLLAR DOLLAR하루아침에 전부 탕진달려 달려man i spend it like some partyDOLLAR DOLLAR쥐구멍 볕들 때까지해가 뜰 때까지YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere my money yah탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere the party yah탕진잼 탕진잼 탕진잼Where my money yahWhere the party yah내 일주일 월화수목 금금금금내 통장은 yah밑 빠진 독이야난 매일같이 물 붓는 중차라리 걍 깨버려걱정만 하기엔 우린 꽤 젊어오늘만은 고민보단 Go해버려쫄면서 아끼다간 똥이 돼버려문대버려DOLLAR DOLLAR하루아침에 전부 탕진달려 달려man i spend it like some partyDOLLAR DOLLAR쥐구멍 볕들 때까지해가 뜰 때까지YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere my money yah탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOYOLO YOLO YO탕진잼 탕진잼 탕진잼YOLO YOLO YOLO YOWhere the party yah탕진잼 탕진잼 탕진잼고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody고민보다 Go고민보다 Go고민보다 Go GoEverybody
47,바보에게 바보가,0,Ballad,30777979,너무 걱정하지는 마 보란 듯이 살아볼 거야후회는 사치일 뿐이야 다시 시작해볼게나 어제 또 울었어 나 어제 또 슬펐어왜 이런 바보를 사랑한 거니니 마음이 예뻐서 니 사랑이 고마워이젠 니 손을 잡고 다시 태어날 거야바보도 사랑합니다보내주신 이 사람 이제 다시는 울지 않을 겁니다나 이제 목숨을 걸고 세상 아픔에서 지켜줄게요이 사람을 사랑합니다널 위한다는 그 이유로 너를 보낼 뻔했어나 그렇게 바보야 넌 내 사랑 바보고서로를 많이도 울게 했었지니 사랑이 없다면 널 만날 수 없다면아마 나는 평생을 후회하며 살 거야바보도 사랑합니다보내주신 이 사람 이제 다시는 울지 않을 겁니다나 이제 목숨을 걸고 세상 아픔에서 지켜줄게요이 사람을그대가 울 때면 내 가슴은 무너져요무슨 남자의 눈물이 나처럼 서러워노력해 볼게 널 위해 살아갈게나약한 마음 따윈 모두 버릴게우리의 사랑을 위해 너의 손을 잡고 놓지 않을게사랑하는 내 사랑 바보야
48,가을 안부,0,Ballad,30669593,어떠니 잘 지냈니 지난 여름유난히도 힘에 겹더라 올핸새벽녘엔 제법 쌀쌀한 바람이 어느덧니가 좋아하던 그 가을이 와사랑도 그러게 별수없나 봐언제 그랬냐는 듯 계절처럼 변해가그리워져 미치도록 사랑한 그날들이내 잃어버린 날들이참 많이 웃고 울었던 그때그 시절의 우리니가 떠올라 밤새참 아프다 니가 너무 아프다너를 닮은 이 시린 가을이 오면보고 싶어서 너를 안고 싶어서가슴이 너를 앓는다어떠니 넌 괜찮니 지금쯤은나를 잊고 편안해졌니 이젠우습지 잘살길 바라면서도막상 날 잊었을 널 떠올리면 서글퍼그리워져 미치도록 사랑한 그날들이내 잃어버린 날들이참 많이 웃고 울었던 그때그 시절의 우리니가 떠올라 밤새참 아프다 니가 너무 아프다너를 닮은 이 시린 가을이 오면보고 싶어서 너를 안고 싶어서가슴이 너를 앓는다너라는 계절 안에 살아여전히 너를 꿈꾸며고마워져 그 날들이내 지나버린 날들이추억은 짐이 아니라살게 하는 힘이란 걸가르쳐준 너니까또 설렌다 아프도록 설렌다너를 닮은 눈부신 가을이 오면니가 떠올라 그리움이 차올라눈물로 너를 앓는다밤새 또 너를 앓는다
49,지나갈 테니 (Been Through),0,Ballad,30806539,익숙하겠지 또다시감기처럼 툭 걸린밀려드는 잿빛에수없이 지나쳐도 여전히참아내야 해지나갈 테니 지나갈 테니잠깐이면 돼지나갈 테니 지나갈 테니지나갈 테니 이미회색 빛 하늘 위엔분명히 더 밝은 빛이먹구름 걷힌 뒤엔눈부시게 빛날 테니You shine like the starsYou light up my heart오늘의 시련 끝엔찬란하게 나를 비춰Dadada Dadada DumDadada Dadada Dum정신 차리고다시 일어나 툴툴 털고더 이상 나에겐 고통은스쳐가는 소나기모두 참아내야 해지나갈 테니 지나갈 테니잠깐이면 돼지나갈 테니 지나갈 테니지나갈 테니 이미회색 빛 하늘 위엔분명히 더 밝은 빛이먹구름 걷힌 뒤엔눈부시게 빛날 테니You shine like the starsYou light up my heart오늘의 시련 끝엔찬란하게 나를 비춰이게 끝은 아니겠지더 짙은 날도 있겠지그날의 끝에도 너는이렇게 비춰주겠지눈부신 빛을 가린 먹구름 뒤 해변함없이 넌 나를 비추네 영원해고요한 공기 따뜻한 바람도 함께거기 그대로 있어 항상 같은 자리에Yeah회색 빛 하늘 위엔분명히 더 밝은 빛이먹구름 걷힌 뒤엔눈부시게 빛날 테니You shine like the starsYou light up my heart오늘의 시련 끝엔찬란하게 나를 비춰찬란하게 나를 비춰
50,미안해,0,R&B,30809895,습관처럼 떠오르던눈에 아른거리던 네 모습이더는 그려지지 않아거짓뿐이었던 너의 말과너도 모르는 너의 모습들을더는 원치 않아단 한 번뿐인 이별에도 말하지 못한너의 진심을 이젠 다 알 것 같은데미안해 더는 널 바라보지 않아미안해 더는 나 후회하지 않아다시 널 마주할 그 순간에도널 사랑하지 않아 말할 수 있어수화기 너머 들리는지친 날 위로하던 네 목소리더는 그려지지 않아함께 쌓았던 추억과그 많던 말들이 아쉬워서전하지 못한 말들이미안해 더는 널 바라보지 않아미안해 더는 나 후회하지 않아다시 널 마주할 그 순간에도널 사랑하지 않아 말할 수 있어어색하게 만난 우리 시작도처음 고백했던 그 순간들도다 어제 같은 일인데누굴 만나 사랑한다는 게너를 만나 내가 변해간단 게이젠 없어미안해 더는 널 사랑하지 않아미안해 더는 나 후회하지 않아힘든 시간들에 지쳐갈 때도이렇게 해야만 내가 편할 것 같아
51,REALLY REALLY,0,Dance,30341745,REALLY REALLY REALLY REALLYOH WAHREALLY REALLY REALLY REALLY어디야 집이야 안 바쁨 나와봐너네 집 앞이야 너에게 하고픈 말이 있어이걸 어떻게 말을 꺼내야 할진 모르겠지만이상한 말 아냐 부담 없이 들어줘지금 내 눈에 제일 아름다운 건 너야 LADY널 향한 내 맘이 돈이면 아마 난 BILLIONAIRE널 좋아해REALLY REALLY REALLY REALLY내 맘을 믿어줘 OH WAHREALLY REALLY REALLY REALLY널 좋아해REALLY REALLY REALLY REALLY내 맘을 받아줘 OH WAHREALLY REALLY REALLY REALLY넌 나 어때멋지게 골인프러포즈 같은 세리머니정해보자 호칭 허니 말고 자기 아님 달링낯간지럽네 상상해봐도긴장돼 필요해 a lot of alcohol덩치는 산만해도 네 앞에선 작아지네oh 내 맘 알까나첫눈에 미끄러지듯이 Falling in love내 맘을 훔친 범인인 건 바로 너너의 미모 질투해 여신도내 심장의 떨림은 진동 brrr치명적인 매력이 날 killin’섹시해 날 자극하는 Hot chili woo오해하지 마 나는 진짜진심으로 채워줄게 너의 빈 잔지금 내 눈에 제일 아름다운 건 너야 LADY널 향한 내 맘이 돈이면 아마 난 BILLIONAIRE널 좋아해REALLY REALLY REALLY REALLY내 맘을 믿어줘 OH WAHREALLY REALLY REALLY REALLY널 좋아해REALLY REALLY REALLY REALLY내 맘을 받아줘 OH WAHREALLY REALLY REALLY REALLY넌 나 어때혹시라도 내가 불편하면 let me know한걸음 뒤로 가 단지 아는 사이로기다릴 수 있어 너도 나를 좋아할 거 같다 말해줘 지금 당장 만나 나 진심으로 네게 할 말이 있어 널 좋아해REALLY REALLY REALLY REALLY내 맘을 믿어줘 OH WAHREALLY REALLY REALLY REALLY널 좋아해REALLY REALLY REALLY REALLY내 맘을 받아줘 OH WAHREALLY REALLY REALLY REALLY넌 나 어때네가 좋아 REALLY REALLY OH YEAH널 좋아해
52,가을 아침,0,Folk,30636089,이른 아침 작은 새들 노랫소리 들려오면 언제나 그랬듯 아쉽게 잠을 깬다 창문 하나 햇살 가득 눈부시게 비쳐오고 서늘한 냉기에 재채기할까 말까 음눈 비비며 빼꼼히 창밖을 내다보니 삼삼오오 아이들은 재잘대며 학교 가고 산책 갔다 오시는 아버지의 양손에는 효과를 알 수 없는 약수가 하나 가득 음딸각딸각 아침 짓는 어머니의 분주함과 엉금엉금 냉수 찾는 그 아들의 게으름이 상큼하고 깨끗한 아침의 향기와 구수하게 밥 뜸드는 냄새가 어우러진 가을 아침 내겐 정말 커다란 기쁨이야 가을 아침 내겐 정말 커다란 행복이야 응석만 부렸던 내겐 파란 하늘 바라보며 커다란 숨을 쉬니 드높은 하늘처럼 내 마음 편해지네텅 빈 하늘 언제 왔나 고추잠자리 하나가잠 덜 깬 듯 엉성히 돌기만 비잉비잉 음토닥토닥 빨래하는 어머니의 분주함과동기동기 기타 치는 그 아들의 한가함이심심하면 쳐대는 괘종시계 종소리와시끄러운 조카들의 울음소리 어우러진가을 아침 내겐 정말 커다란 기쁨이야가을 아침 내겐 정말 커다란 행복이야응석만 부렸던 내겐가을 아침 내겐 정말 커다란 기쁨이야가을 아침 내겐 정말 커다란 행복이야뜬구름 쫓았던 내겐이른 아침 작은 새들 노랫소리 들려오면언제나 그랬듯 아쉽게 잠을 깬다창문 하나 햇살 가득 눈부시게 비쳐오고서늘한 냉기에 재채기할까 말까 음
53,짙어져,0,Drama,30667988,널 잊어보려 계속 노력하고 있어괜히 더 즐거운 척시간을 보내는 날 넌 모르겠지행복한 척하며 지내다 보면 언젠가너를 잊게 될 거라 믿으며살고 있는 날 모르겠지내가 노력해봐도 너 때문이라서너는 더 짙어져 가고혼자 남겨진 시간을 보내는 게 이젠내겐 너무 두려운 일이돼버렸단 걸 넌 모르겠지네 꿈을 꾸는 밤이 오는 게 난 두려워이젠 내게 밤이무서워졌다는 걸 너는 모르겠지내가 노력해봐도너 때문이라서 너는 더짙어져 가고너를 그리고노력할수록너는 계속 커져만 가겠지짙어져 가는너를 붙잡고생각할수록너는 계속 커져만 가겠지널 잊어보려 항상 노력하고 있어괜히 더 즐거운 척살아보고 있는 날 넌 모르겠지
54,남이 될 수 있을까,0,Folk,30468654,쉴 새 없이 울려 대던 내 전화기는 잠잠해져 가할 말을 잃은 것 같아정신없이 쏟아내던 그 모진 말들 주워 담지는 못해아마 날 떠날 것 같아난 너를 지울 수 있을까그저 한 순간에 우린 남이 될 수 있을까쉽지 않을 걸 알지만 좋았던 날도 많았지만되돌리기엔 멀리 와 버린 걸까난 너를 지울 수 있을까우린 남이 될 수 있을까눈물조차 흐르지 않아 홧김에 던져 망가진 내 폰마치 날 보는 것 같아예전과 달리 잦아진 끝이 없는 듯한 감정싸움에이제 난 지친 것 같아난 너를 지울 수 있을까그저 한 순간에 우린 남이 될 수 있을까쉽지 않을 걸 알지만 좋았던 날도 많았겠지만되돌리기엔 멀리 와 버린 걸까괜찮은 척해도 먹먹해진 기분은진해져만 가 떨쳐내려 괜히 웃어보아도숨길 수 없는 걸 이별이 오는 걸우리의 시간은 멈춰버린걸난 너를 지울 수 있을까우린 남이 될 수 있을까난 너를 지울 수 있을까그저 한 순간에 우린 남이 될 수 있을까쉽지 않을 걸 알지만 좋았던 날도 많았지만되돌리기엔 멀리 와 버린 걸까난 너를 지울 수 있을까우린 남이 될 수 있을까We loved We loved We lovedWe loved We loved We loved
55,사랑하지 않은 것처럼,0,Rock,30550293,늘 그랬었어 넌 참 예뻤어말할 때마다 웃는 눈도내가 아니어도 누군가사랑해 줄 사람 많을 거야아프지 않아 괜찮을 거야잊어줄게 보내줄게다신 널 찾지 않아안녕 내 사랑 돌아 보지마너 떠나도 나 울지 않을게부족했던 내가 더 많이 미안해이렇게 사랑이 끝나간다너의 번호를 지워 버렸어주고받았던 얘기들도내가 아니어도 누군가사랑해 줄 사람 많을 거야아프지 않아 괜찮을 거야잊어줄게 보내줄게다신 널 찾지 않을게안녕 내 사랑 돌아 보지마너 떠나도 나 울지 않을게부족했던 내가 더 많이 미안해이렇게 사랑이 끝나간다널 향한 내 사랑은 여기까진가 봐그 사람 곁에서 행복하길 바래잘 가너 떠나도 나 울지 않을게부족했던 나를 미워해도 좋아이렇게 사랑이사랑이 끝나간다
56,어디에도,0,Ballad,8033528,차가워진 눈빛을 바라보며이별의 말을 전해 들어요아무 의미 없던 노래 가사가아프게 귓가에 맴돌아요다시 겨울이 시작되듯이흩어지는 눈 사이로그대 내 맘에 쌓여만 가네떠나지 말라는그런 말도 하지 못하고고개를 떨구던 뒷모습만그대 내게 오지 말아요두 번 다시 이런 사랑 하지 마요그댈 추억하기보단 기다리는 게부서진 내 맘이 더 아파와다시 누군가를 만나서결국 우리 사랑 지워내도행복했던 것만 기억에 남아나를 천천히 잊어 주기를아무것도 마음대로 안 돼요아픔은 그저 나를 따라와밤새도록 커져 버린 그리움언제쯤 익숙해져 가나요많은 날들이 떠오르네요우리가 나눴던 날들애써 감추고 돌아서네요떠나지 말라는그런 말도 하지 못하고고개를 떨구던 뒷모습만그대 내게 오지 말아요두 번 다시 이런 사랑 하지 마요그댈 추억하기보단 기다리는 게부서진 내 맘이 더 아파와다시 누군가를 만나서결국 우리 사랑 지워내도행복했던 것만 기억에 남아나를 천천히 잊어 주기를부를 수도 없이 멀어진 그대가지나치는 바람에도 목이 메어와어디에도 그대가 살아서우린 사랑하면 안 돼요다가갈수록 미워지니까행복했던 것만 기억에 남아나를 천천히 잊어 가기를사랑했던
57,바람이 불었으면 좋겠어,0,Ballad,4383833,웃는 모습이 너무 아름다운  그런 너를 기억하면서 괜찮아 넌 잘할거라 말하던  또 그런 너를 기억하면서 뭐가 그리 내 눈에 깊이 박혔는지 너무 선명해서 이젠  보낼수가 없잖아 바람이 불었으면 좋겠어 널 잊어내도록 널 씻어 내도록 바람이 불었으면 좋겠어 남은  마음까지도 멀리멀리  날아갈 수 있도록어느새 너의 얼굴을 떠올려 또 그런 나를 바라보면서 뭐가 그리 내눈에 깊이 박혔는지 너무 선명해서 이젠  보낼수가 없잖아 바람이 불었으면 좋겠어 널 잊어내도록 널 씻어 내도록바람이 불었으면 좋겠어 남은 마음까지도 멀리멀리 날아갈 수 있도록엉켜버린 나의 마음이 다시금 너로 제자릴 찾아가 워머릴 흔들어봐도 억지로 다른 생각을 해도 나는 너만내얘길 들었으면 좋겠어 닿을 수 있도록 널 볼 수 있도록내얘길 들었으면 좋겠어 흔들 수 있도록 날 볼 수 있도록바람이 불었으면 좋겠어 내 맘 전해지도록 너에게로 다시 갈수있도록
58,갖고 싶어,0,Ballad,30725483,너의 이름까지 갖고 싶어 너의 눈빛 작은 손짓 하나까지너의 기억까지 안고 싶어너의 시간 모든 순간까지 다 갖고 싶어숨겨왔던 마음이 자꾸만 새어 나와너를 보면 마주 보면어지러워 너무나 예쁜 걸Wanna be your love 자꾸 나의 마음이 No너를 보면 마주 보면마음대로 안 돼너의 이름까지 갖고 싶어너의 눈빛 작은 손짓 하나까지 다너의 기억까지 안고 싶어너의 시간 모든 순간까지 다매일 하루의 끝에 시답지 않은 얘길 하고 싶은데나의 계절의 끝에서 너와의 얘길 담고 싶어네 마음을 갖고 싶어갖고 싶어I wanna be yours I wanna be yours Girl아무도 비교할 수 없어 나만의 World내 눈동자에는 너만 담고 싶어지금 이 순간도 너를 갖고 싶어바보처럼 혼자 속삭이다가 Be afraid 네 앞에 서면 자꾸 작아져 왜너를 보면 마주 보면내 옆자리엔 You 너였으면 해너의 이름까지 갖고 싶어너의 눈빛 작은 손짓 하나까지 다너의 기억까지 안고 싶어 너의 시간 모든 순간까지 다매일 하루의 끝에시답지 않은 얘길 하고 싶은데나의 계절의 끝에서너와의 얘길 담고 싶어네 마음을 갖고 싶어너만 생각하면 내 심장이 떨려서말하고 싶지만 이리 오래 걸렸어 Baby 너에게 해주고 싶은 말들이 너무나 많아멈춰있던 내 심장을 네가 깨웠어수백 번 다시 생각해도 내겐 오직 너너도 내가 좋다면 지금 당장 말해줘You know what I mean너란 아이를 Dreaming맘을 열어줘 내게 더 다가와매일 하루의 끝에시답지 않은 얘길 하고 싶은데나의 계절의 끝에서너와의 얘길 담고 싶어네 마음을 갖고 싶어
59,Power,0,Dance,30616684,머뭇거리지 마 Move on자 시간이 없어너의 미래는 바로 상상에 달렸어두려움 따윈 버려 우린 그래도 돼모든 열쇤 너에게 있는데잠들지 않아도 꿈꾸던 널잊지 않기를 바래 바래오늘 우리 함께신나게 한번 불태워볼까꼭 하나 된 Feeling feelingSo turn me upWe got that power power네가 나를 볼 때서로 같은 마음이 느껴질 때Power power더 강해지는 걸Turn the music up nowWe got that power power이 음악을 통해같이 한목소리로 노래할 때Power power더 강해지는 걸Turn the music up nowPower powerTurn the music up now고민은 이제 그만 Stop시간은 가 지금도 Tik TokWe take a shot떠나자 We got bang bang pow wow이어폰 타고 흘러 나오는 멜로디로시끄러운 소음 덮고볼륨은 Up HighWe got that power everytime잠들지 않아도 꿈꾸던 널잊지 않기를 바래 바래오늘 다시 함께신나게 한번 불태워볼까꼭 하나 된 Feeling feelingSo turn me upWe got that power power네가 나를 볼 때서로 같은 마음이 느껴질 때Power power더 강해지는 걸Turn the music up nowWe got that power power이 음악을 통해같이 한목소리로 노래할 때Power power더 강해지는 걸Turn the music up now지쳐버리는 그날이 오면 기억해 Babe아름다웠던 우릴다시 일어날 수 있는 그 힘은네 안에 있다는 걸We got thatWe got thatWe got thatWe got thatWe got that power power이 음악을 통해같이 한목소리로 노래할 때Power power더 강해지는 걸Turn the music up nowPower powerTurn the music up nowWe got thatWe got that
60,칠해줘,0,Ballad,30819446,한 겹 두 겹 칠해져 가네여기저기 새겨져 가네계속 나를 칠해줘White 네가 없던 그때의 나는캔버스처럼 새하얬었지외롭긴 했지만 평화롭던 일상그랬지 항상Yellow 네가 내게 문득 찾아 왔을 때어느샌가 내 마음속 가득히봄을 닮은 온기들이 채워졌어꽤 자연스레한 겹 두 겹 칠해져 가네 물감처럼여기저기 새겨져 가네 문신처럼네가 스친 자리마다 다른 색의기억이 덧칠되고 있는걸차츰차츰 짙어져 가네 까만 밤처럼계속 나를 칠해줘더 많은 추억들로어서 나를 칠해줘너만의 향기들로지울 수 없게 해줘너 아닌 누구도 내 맘속에그려지지 못하도록Red 날 뜨겁게 안던 그 순간화산처럼 터져버렸던 my heart붉은 자욱이 남았어내 맘에 아직 따뜻해Blue 너 때문에 처음 울었던 날도깊일 알 수 없는 바다 속처럼아주 파랗게 그려져 버렸는걸Do you remember한 겹 두 겹 칠해져 가네 물감처럼여기저기 새겨져 가네 문신처럼네가 스친 자리마다다른 색의 기억이 덧칠되고 있는걸차츰차츰 짙어져 가네까만 밤처럼계속 나를 칠해줘더 많은 추억들로어서 나를 칠해줘너만의 향기들로지울 수 없게 해줘너 아닌 누구도 내 맘속에그려지지 못하도록까맣게 더 까맣게 변해버려도 괜찮아우리만의 memories자꾸자꾸 진해져 가네 espresso처럼그래 또 덧칠해줘널 멈추지 말아줘네가 없인 난 의미 없어가득가득 채워줘빈자리는 없게 해줘너만이 내 유일한 화가
61,MIC Drop,0,Hip-hop,30637987,Yeah 누가 내 수저 더럽대I don’t care 마이크 잡음금수저 여럿 패버럭해 잘 못 익은 것들스테끼 여러 개거듭해서 씹어줄게 스타의 저녁에World Business 핵심섭외 1순위 매진많지 않지 이 class 가칠 만끽좋은 향기에 악췬 반칙Mic mic bungeeMic mic bungeeBright light 전진망할 거 같았겠지만 I'm fine sorry미안해 Billboard미안해 worldwide아들이 넘 잘나가서 미안해 엄마대신해줘 니가 못한 효도우리 콘서트 절대 없어 포도I do it I do it 넌 맛없는 라따뚜이혹 배가 아프다면 고소해Sue itDid you see my bagDid you see my bag트로피들로 백이 가득해How you think bout thatHow you think bout thatHater들은 벌써 학을 떼이미 황금빛 황금빛 나의 성공I'm so firin' firin' 성화봉송너는 황급히 황급히 도망 숑숑How you dareHow you dareHow you dare내 손에 트로피 아 너무 많아너무 heavy 내 두 손이 모잘라MIC DropMIC Drop발 발 조심너네 말 말 조심Lodi dodi 아 너무 바빠너무 busy 내 온몸이 모잘라MIC DropMIC Drop발 발 조심너네 말 말 조심이거 완전 네 글자사필귀정 ahOnce upon a time이솝우화 fly니 현실을 봐라 쌔 쌤통지금 죽어도 난 개행복이번엔 어느 나라 가비행기 몇 시간을 타Yeah I'm on the mountainYeah I'm on the bay무대에서 탈진MIC Drop baamDid you see my bagDid you see my bag트로피들로 백이 가득해How you think bout thatHow you think bout thatHater들은 벌써 학을 떼이미 황금빛 황금빛 나의 성공I'm so firin' firin' 성화봉송너는 황급히 황급히 도망 숑숑How you dareHow you dareHow you dare내 손에 트로피 아 너무 많아너무 heavy 내 두 손이 모잘라MIC DropMIC Drop발 발 조심너네 말 말 조심Lodi dodi 아 너무 바빠너무 busy 내 온몸이 모잘라MIC DropMIC Drop발 발 조심너네 말 말 조심Haters gon' hatePlayers gon' playLive a life manGood luck더 볼 일 없어 마지막 인사야할 말도 없어 사과도 하지 마더 볼 일 없어 마지막 인사야할 말도 없어 사과도 하지 마잘 봐 넌 그 꼴 나지우린 탁 쏴 마치 콜라지너의 각막 깜짝 놀라지꽤 꽤 폼나지 포 포 폼나지
62,널 너무 모르고,0,Hip-hop,30492276,이제는 알아 말 안 해도왜 이리도 쉬운 걸 몰랐을까이 옷들을 고를 시간에30분 더 널 안아줄걸난 몰랐어 너의 맘의 크기도옷 사이즈는 알았어도널 웃음 짓게 하는 법도 까먹고또 헛짚었어차라리 내게 화냈다면쌓이는 것 없이 말했다면이렇게 네가 차갑지는 않았을걸끝이 나고서야 깨닫는 걸널 너무 모르고네 맘도 모르고네가 나에게서 멀어지고 있는 줄도난 정말 모르고네 선물 고르고네가 원했던 건 이런 게 아니었던걸i wanna be a good girl받기만 하는 거 말고주는 걸 하고 싶었고이제 난 돈도 벌었는데나를 보는 너의 심장은 굼떠변명처럼 들리겠지만부재중일 때도 나는변하고 있던 거야 너를 위해능력 있고 인정받는 girl friend효도만큼 절실한 꿈이었는데떠나면 어떡해난 너한테 준게 하나 없는데너만 주고 감 어떡해너한테 남은 내 흔적은 없을 텐데너는 뭐를 보며 나를 기억해나를 추억해돌아봤음 해 너를 부를 때네가 내게 준 맘을전부 갚을 수 있게행복을 줄 수 있게널 너무 모르고네 맘도 모르고네가 나에게서 멀어지고 있는 줄도난 정말 모르고네 선물 고르고네가 원했던 건 이런 게 아니었던걸i can't livewithout your love lovei can't live without your love널 너무 모르고네 맘도 모르고네가 나에게서 멀어지고 있는 줄도난 정말 모르고네 선물 고르고네가 원했던 건 이런 게 아니었던걸
63,팔레트 (Feat. G-DRAGON),0,R&B,30378156,팔레트 (Feat. G-DRAGON)이상하게도 요즘엔 그냥 쉬운 게 좋아하긴 그래도 여전히 코린 음악은 좋더라Hot Pink 보다 진한 보라색을 더 좋아해또 뭐더라 단추 있는 Pajamas Lipstick 좀 짓궂은 장난들 I like it I'm twenty five날 좋아하는 거 알아I got this I'm truly fine이제 조금 알 것 같아 날긴 머리보다 반듯이 자른 단발이 좋아하긴 그래도 좋은 날 부를 땐 참 예뻤더라오 왜 그럴까 조금 촌스러운 걸 좋아해그림보다 빼곡히 채운 Palette 일기 잠들었던 시간들I like it I'm twenty five날 미워하는 거 알아I got this I'm truly fine이제 조금 알 것 같아 날어려서 모든 게 어려워 잔소리에 매 서러워꾸중만 듣던 철부지 애겨우 스무고개 넘어 기쁨도 잠시 어머아프니까 웬 청춘이래지은아 오빠는 말이야 지금 막 서른인데나는 절대로 아니야 근데 막 어른이 돼아직도 한참 멀었는데 너보다 다섯 살 밖에 안 먹었는데스물 위 서른 아래 고맘때 Right there애도 어른도 아닌 나이 때 그저 나일 때가장 찬란하게 빛이 나 어둠이 드리워질 때도 겁내지 마너무 아름다워서 꽃잎 활짝 펴서언제나 사랑 받는 아이 YOUPalette 일기 잠들었던 시간들I like it I'm twenty five날 좋아하는 거 알아I got this I'm truly fine이제 조금 알 것 같아 날아직 할 말이 많아I like it I'm twenty five날 미워하는 거 알아I got this I've truly found이제 조금 알 것 같아 날
64,폰서트,0,Folk,30611680,이건 세상에서제일 비싼 단독 공연가수는 나고 관객은 너 하나화려한 막이이제 곧 올라가기 전에그저 몇 가지만 주의해줘요세상에서 제일 편한옷을 갈아 입고제일 좋아하는 자리에 누워배터리가 바닥나지 않게조심하고통화상태를 항상 유지해줘요듣고 싶은 노래를말 만해 everything입이 심심할 때는coffee popcorn anything너무 부담주진 말고편하게 들어줘아님 내가 너무 떨리니까오직 너에게만 감동적인 노래오직 너를 웃게 하기 위한 코너네가 너무 설레잠 못 들게 만들 거야지금이야 크게 소리 질러줘누구보다 특별한너의 취향을 알아달콤한데 슬픈 듯 아찔하게맞지근데 다음 곡이 중요해볼륨 높여봐기억 나니 우리 그 날 그 노래내가 너무 진지해 보여도 웃지마누가 봐도 완벽한노래는 아니지만많이 연습한 부분을너 때문에 틀리잖아아직 나는 너무 떨리니까오직 너에게만 감동적인 노래오직 너를 웃게 하기 위한 코너네가 너무 설레잠 못 들게 만들 거야지금이야 크게 소리 질러이 공연은 거의 다 끝나 가고 있어어땠는지 말해줘 문자로너무나 아쉽지만 졸린 거이미 알고 있어기대해줘 마지막 곡이 중에서도 제일감동적인 노래오직 너를 웃게 하기 위한 코너네가 너무 설레잠 못 들게 만들 거야지금이야 제일 원하는 걸 말해어떤 노래를다시 듣고 싶어 사실 내가 원해네가 너무 설레잠 못 들지 모르지만앵콜이야 크게 소리 질러줘이건 세상에서제일 비싼 단독공연가수는 나고 관객은 너 하나
